units=u:percent relative humidity;%RH;;;
Rainforest MiscRF1_MntHum - Relative humidity [%]
ID, TIMESTAMP, TRENDFLAGS, STATUS, VALUE, TRENDFLAGS_TAG, STATUS_TAG
255504, 2025/09/09 12:45:01, 0, 136, 97.38615417480469, { }, {alarm,unackedAlarm}
255505, 2025/09/09 13:00:01, 0, 136, 96.82384490966797, { }, {alarm,unackedAlarm}
255506, 2025/09/09 13:15:01, 0, 136, 97.32321166992188, { }, {alarm,unackedAlarm}
255507, 2025/09/09 13:30:01, 0, 136, 97.56029510498047, { }, {alarm,unackedAlarm}
255508, 2025/09/09 13:45:01, 0, 136, 97.5519027709961, { }, {alarm,unackedAlarm}
255509, 2025/09/09 14:00:01, 0, 136, 97.5854721069336, { }, {alarm,unackedAlarm}
255510, 2025/09/09 14:15:01, 0, 136, 97.54351043701172, { }, {alarm,unackedAlarm}
255511, 2025/09/09 14:30:01, 0, 136, 97.55818939208984, { }, {alarm,unackedAlarm}
255512, 2025/09/09 14:45:02, 0, 136, 97.36096954345703, { }, {alarm,unackedAlarm}
255513, 2025/09/09 15:00:01, 0, 136, 97.24347686767578, { }, {alarm,unackedAlarm}
255514, 2025/09/09 15:15:01, 0, 136, 97.0609359741211, { }, {alarm,unackedAlarm}
255515, 2025/09/09 15:30:01, 0, 136, 96.52381896972656, { }, {alarm,unackedAlarm}
255516, 2025/09/09 15:45:01, 0, 136, 96.10208892822266, { }, {alarm,unackedAlarm}
255517, 2025/09/09 16:00:01, 0, 136, 95.73492431640625, { }, {alarm,unackedAlarm}
255518, 2025/09/09 16:15:01, 0, 136, 95.63211059570312, { }, {alarm,unackedAlarm}
255519, 2025/09/09 16:30:01, 0, 128, 94.96490478515625, { }, {unackedAlarm}
255520, 2025/09/09 16:45:01, 0, 128, 94.7362060546875, { }, {unackedAlarm}
255521, 2025/09/09 17:00:01, 0, 128, 94.61032104492188, { }, {unackedAlarm}
255522, 2025/09/09 17:15:01, 0, 128, 94.17180633544922, { }, {unackedAlarm}
255523, 2025/09/09 17:30:01, 0, 128, 93.80673217773438, { }, {unackedAlarm}
255524, 2025/09/09 17:45:01, 0, 128, 92.57093048095703, { }, {unackedAlarm}
255525, 2025/09/09 18:00:01, 0, 128, 91.01202392578125, { }, {unackedAlarm}
255526, 2025/09/09 18:15:01, 0, 128, 90.4791030883789, { }, {unackedAlarm}
255527, 2025/09/09 18:30:01, 0, 128, 91.10224151611328, { }, {unackedAlarm}
255528, 2025/09/09 18:45:01, 0, 128, 91.21763610839844, { }, {unackedAlarm}
255529, 2025/09/09 19:00:01, 0, 128, 91.90373229980469, { }, {unackedAlarm}
255530, 2025/09/09 19:15:01, 0, 128, 91.73588562011719, { }, {unackedAlarm}
255531, 2025/09/09 19:30:01, 0, 128, 92.06739044189453, { }, {unackedAlarm}
255532, 2025/09/09 19:45:01, 0, 128, 91.00782775878906, { }, {unackedAlarm}
255533, 2025/09/09 20:00:01, 0, 128, 90.77493286132812, { }, {unackedAlarm}
255534, 2025/09/09 20:15:01, 0, 128, 90.61966705322266, { }, {unackedAlarm}
255535, 2025/09/09 20:30:01, 0, 128, 90.827392578125, { }, {unackedAlarm}
255536, 2025/09/09 20:45:01, 0, 128, 90.33013153076172, { }, {unackedAlarm}
255537, 2025/09/09 21:00:01, 0, 128, 89.86643981933594, { }, {unackedAlarm}
255538, 2025/09/09 21:15:01, 0, 128, 89.76364135742188, { }, {unackedAlarm}
255539, 2025/09/09 21:30:01, 0, 128, 90.19165802001953, { }, {unackedAlarm}
255540, 2025/09/09 21:45:01, 0, 128, 89.37757873535156, { }, {unackedAlarm}
255541, 2025/09/09 22:00:01, 0, 128, 89.99652862548828, { }, {unackedAlarm}
255542, 2025/09/09 22:15:01, 0, 128, 88.89710998535156, { }, {unackedAlarm}
255543, 2025/09/09 22:30:01, 0, 128, 88.55510711669922, { }, {unackedAlarm}
255544, 2025/09/09 22:45:01, 0, 128, 88.32221984863281, { }, {unackedAlarm}
255545, 2025/09/09 23:00:01, 0, 128, 88.28654479980469, { }, {unackedAlarm}
255546, 2025/09/09 23:15:01, 0, 128, 87.78719329833984, { }, {unackedAlarm}
255547, 2025/09/09 23:30:01, 0, 128, 88.15856170654297, { }, {unackedAlarm}
255548, 2025/09/09 23:45:01, 0, 128, 87.6319351196289, { }, {unackedAlarm}
255549, 2025/09/10 00:00:01, 0, 128, 87.78929138183594, { }, {unackedAlarm}
255550, 2025/09/10 00:15:01, 0, 128, 87.71795654296875, { }, {unackedAlarm}
255551, 2025/09/10 00:30:01, 0, 128, 87.3465805053711, { }, {unackedAlarm}
255552, 2025/09/10 00:45:01, 0, 128, 87.19132232666016, { }, {unackedAlarm}
255553, 2025/09/10 01:00:01, 0, 128, 87.20601654052734, { }, {unackedAlarm}
255554, 2025/09/10 01:15:01, 0, 128, 87.06964111328125, { }, {unackedAlarm}
255555, 2025/09/10 01:30:01, 0, 128, 86.84093475341797, { }, {unackedAlarm}
255556, 2025/09/10 01:45:01, 0, 128, 87.55850219726562, { }, {unackedAlarm}
255681, 2025/09/10 02:00:00, 0, 128, 87.58367156982422, { }, {unackedAlarm}
255682, 2025/09/10 02:15:02, 0, 128, 87.52703094482422, { }, {unackedAlarm}
255683, 2025/09/10 02:30:02, 0, 128, 87.50605010986328, { }, {unackedAlarm}
255684, 2025/09/10 02:45:01, 0, 128, 87.26056671142578, { }, {unackedAlarm}
255685, 2025/09/10 03:00:01, 0, 128, 87.32980346679688, { }, {unackedAlarm}
255686, 2025/09/10 03:15:02, 0, 128, 87.66130828857422, { }, {unackedAlarm}
255687, 2025/09/10 03:30:01, 0, 128, 86.98780822753906, { }, {unackedAlarm}
255688, 2025/09/10 03:45:01, 0, 128, 86.92066192626953, { }, {unackedAlarm}
255689, 2025/09/10 04:00:01, 0, 128, 87.05494689941406, { }, {unackedAlarm}
255690, 2025/09/10 04:15:01, 0, 128, 87.01298522949219, { }, {unackedAlarm}
255691, 2025/09/10 04:30:01, 0, 128, 86.58706665039062, { }, {unackedAlarm}
255692, 2025/09/10 04:45:01, 0, 128, 87.11788940429688, { }, {unackedAlarm}
255693, 2025/09/10 05:00:01, 0, 128, 86.8766098022461, { }, {unackedAlarm}
255694, 2025/09/10 05:15:01, 0, 128, 86.740234375, { }, {unackedAlarm}
255695, 2025/09/10 05:30:01, 0, 128, 86.81785583496094, { }, {unackedAlarm}
255696, 2025/09/10 05:45:02, 0, 128, 87.36756134033203, { }, {unackedAlarm}
255697, 2025/09/10 06:00:01, 0, 128, 87.30882263183594, { }, {unackedAlarm}
255698, 2025/09/10 06:15:01, 0, 128, 87.08851623535156, { }, {unackedAlarm}
255699, 2025/09/10 06:30:01, 0, 128, 87.1850357055664, { }, {unackedAlarm}
255700, 2025/09/10 06:45:01, 0, 128, 89.12999725341797, { }, {unackedAlarm}
255701, 2025/09/10 07:00:01, 0, 128, 89.9923324584961, { }, {unackedAlarm}
255702, 2025/09/10 07:15:01, 0, 128, 87.82496643066406, { }, {unackedAlarm}
255703, 2025/09/10 07:30:01, 0, 128, 88.60127258300781, { }, {unackedAlarm}
255704, 2025/09/10 07:45:01, 0, 128, 90.81900024414062, { }, {unackedAlarm}
255705, 2025/09/10 08:00:01, 0, 128, 92.5898208618164, { }, {unackedAlarm}
255706, 2025/09/10 08:15:01, 0, 128, 93.66826629638672, { }, {unackedAlarm}
255707, 2025/09/10 08:30:01, 0, 128, 94.90616607666016, { }, {unackedAlarm}
255708, 2025/09/10 08:45:01, 0, 136, 95.90067291259766, { }, {alarm,unackedAlarm}
255709, 2025/09/10 09:00:01, 0, 136, 97.5372085571289, { }, {alarm,unackedAlarm}
255710, 2025/09/10 09:15:01, 0, 136, 98.61565399169922, { }, {alarm,unackedAlarm}
255711, 2025/09/10 09:30:02, 0, 136, 99.1905517578125, { }, {alarm,unackedAlarm}
255712, 2025/09/10 09:45:01, 0, 136, 99.5724105834961, { }, {alarm,unackedAlarm}
255713, 2025/09/10 10:00:01, 0, 136, 99.78431701660156, { }, {alarm,unackedAlarm}
255714, 2025/09/10 10:15:01, 0, 136, 99.78012084960938, { }, {alarm,unackedAlarm}
255715, 2025/09/10 10:30:01, 0, 136, 99.6353530883789, { }, {alarm,unackedAlarm}
255716, 2025/09/10 10:45:01, 0, 136, 99.46330261230469, { }, {alarm,unackedAlarm}
255717, 2025/09/10 11:00:01, 0, 136, 98.89051818847656, { }, {alarm,unackedAlarm}
255718, 2025/09/10 11:15:01, 0, 136, 98.42682647705078, { }, {alarm,unackedAlarm}
255719, 2025/09/10 11:30:01, 0, 136, 97.31481170654297, { }, {alarm,unackedAlarm}
255720, 2025/09/10 11:45:01, 0, 136, 96.8448257446289, { }, {alarm,unackedAlarm}
255721, 2025/09/10 12:00:01, 0, 136, 95.66988372802734, { }, {alarm,unackedAlarm}
255722, 2025/09/10 12:15:01, 0, 128, 95.0173568725586, { }, {unackedAlarm}
255723, 2025/09/10 12:30:01, 0, 128, 94.67745971679688, { }, {unackedAlarm}
255724, 2025/09/10 12:45:01, 0, 128, 94.69214630126953, { }, {unackedAlarm}
255725, 2025/09/10 13:00:01, 0, 128, 94.57466125488281, { }, {unackedAlarm}
255726, 2025/09/10 13:15:01, 0, 136, 95.34466552734375, { }, {alarm,unackedAlarm}
255727, 2025/09/10 13:30:01, 0, 136, 96.04544830322266, { }, {alarm,unackedAlarm}
255728, 2025/09/10 13:45:01, 0, 136, 96.06851959228516, { }, {alarm,unackedAlarm}
255729, 2025/09/10 14:00:01, 0, 136, 96.33708190917969, { }, {alarm,unackedAlarm}
255730, 2025/09/10 14:15:01, 0, 136, 96.366455078125, { }, {alarm,unackedAlarm}
255731, 2025/09/10 14:30:01, 0, 136, 96.3748550415039, { }, {alarm,unackedAlarm}
255732, 2025/09/10 14:45:01, 0, 136, 95.79576873779297, { }, {alarm,unackedAlarm}
255733, 2025/09/10 15:00:01, 0, 136, 95.54818725585938, { }, {alarm,unackedAlarm}
255734, 2025/09/10 15:15:01, 0, 128, 95.04044342041016, { }, {unackedAlarm}
255735, 2025/09/10 15:30:01, 0, 136, 95.33627319335938, { }, {alarm,unackedAlarm}
255736, 2025/09/10 15:45:01, 0, 136, 95.41600799560547, { }, {alarm,unackedAlarm}
255737, 2025/09/10 16:00:01, 0, 136, 95.27123260498047, { }, {alarm,unackedAlarm}
255738, 2025/09/10 16:15:01, 0, 128, 94.8809814453125, { }, {unackedAlarm}
255739, 2025/09/10 16:30:02, 0, 128, 94.74250793457031, { }, {unackedAlarm}
255740, 2025/09/10 16:45:01, 0, 128, 93.50251007080078, { }, {unackedAlarm}
255741, 2025/09/10 17:00:01, 0, 128, 92.92971801757812, { }, {unackedAlarm}
255742, 2025/09/10 17:15:01, 0, 128, 91.01202392578125, { }, {unackedAlarm}
255743, 2025/09/10 17:30:01, 0, 128, 89.86854553222656, { }, {unackedAlarm}
255744, 2025/09/10 17:45:01, 0, 128, 90.5504379272461, { }, {unackedAlarm}
255745, 2025/09/10 18:00:01, 0, 128, 89.64404296875, { }, {unackedAlarm}
255746, 2025/09/10 18:15:02, 0, 128, 90.1685791015625, { }, {unackedAlarm}
255747, 2025/09/10 18:30:01, 0, 128, 90.45391845703125, { }, {unackedAlarm}
255748, 2025/09/10 18:45:02, 0, 128, 90.46440887451172, { }, {unackedAlarm}
255749, 2025/09/10 19:00:01, 0, 128, 90.11192321777344, { }, {unackedAlarm}
255750, 2025/09/10 19:15:01, 0, 128, 90.14759826660156, { }, {unackedAlarm}
255751, 2025/09/10 19:30:01, 0, 128, 89.65663146972656, { }, {unackedAlarm}
255752, 2025/09/10 19:45:01, 0, 128, 90.0657730102539, { }, {unackedAlarm}
255753, 2025/09/10 20:00:01, 0, 128, 88.90760040283203, { }, {unackedAlarm}
255754, 2025/09/10 20:15:01, 0, 128, 89.8895263671875, { }, {unackedAlarm}
255755, 2025/09/10 20:30:01, 0, 128, 89.20973205566406, { }, {unackedAlarm}
255756, 2025/09/10 20:45:01, 0, 128, 88.86143493652344, { }, {unackedAlarm}
255757, 2025/09/10 21:00:01, 0, 128, 89.07754516601562, { }, {unackedAlarm}
255758, 2025/09/10 21:15:01, 0, 128, 89.24749755859375, { }, {unackedAlarm}
255759, 2025/09/10 21:30:01, 0, 128, 89.05656433105469, { }, {unackedAlarm}
255760, 2025/09/10 21:45:01, 0, 128, 88.55721282958984, { }, {unackedAlarm}
255761, 2025/09/10 22:00:01, 0, 128, 88.46698760986328, { }, {unackedAlarm}
255762, 2025/09/10 22:15:01, 0, 128, 88.7523422241211, { }, {unackedAlarm}
255763, 2025/09/10 22:30:01, 0, 128, 88.80268859863281, { }, {unackedAlarm}
255764, 2025/09/10 22:45:01, 0, 128, 89.0167007446289, { }, {unackedAlarm}
255765, 2025/09/10 23:00:01, 0, 128, 89.34191131591797, { }, {unackedAlarm}
255766, 2025/09/10 23:15:01, 0, 128, 89.0859375, { }, {unackedAlarm}
255767, 2025/09/10 23:30:01, 0, 128, 88.83206176757812, { }, {unackedAlarm}
255768, 2025/09/10 23:45:01, 0, 128, 88.3956527709961, { }, {unackedAlarm}
255769, 2025/09/11 00:00:01, 0, 128, 88.04316711425781, { }, {unackedAlarm}
255770, 2025/09/11 00:15:01, 0, 128, 89.93777465820312, { }, {unackedAlarm}
255771, 2025/09/11 00:30:01, 0, 128, 92.50379943847656, { }, {unackedAlarm}
255772, 2025/09/11 00:45:01, 0, 128, 92.40518188476562, { }, {unackedAlarm}
255773, 2025/09/11 01:00:01, 0, 128, 92.7681655883789, { }, {unackedAlarm}
255774, 2025/09/11 01:15:01, 0, 128, 93.1500244140625, { }, {unackedAlarm}
255775, 2025/09/11 01:30:01, 0, 128, 93.32836151123047, { }, {unackedAlarm}
255776, 2025/09/11 01:45:01, 0, 128, 93.69133758544922, { }, {unackedAlarm}
255777, 2025/09/11 02:00:00, 0, 128, 93.4962158203125, { }, {unackedAlarm}
255901, 2025/09/11 02:15:02, 0, 128, 93.4605484008789, { }, {unackedAlarm}
255902, 2025/09/11 02:30:01, 0, 128, 92.7261962890625, { }, {unackedAlarm}
255903, 2025/09/11 02:45:01, 0, 128, 92.84369659423828, { }, {unackedAlarm}
255904, 2025/09/11 03:00:01, 0, 128, 93.09967041015625, { }, {unackedAlarm}
255905, 2025/09/11 03:15:01, 0, 128, 92.8017349243164, { }, {unackedAlarm}
255906, 2025/09/11 03:30:01, 0, 128, 92.45134735107422, { }, {unackedAlarm}
255907, 2025/09/11 03:45:01, 0, 128, 92.36742401123047, { }, {unackedAlarm}
255908, 2025/09/11 04:00:01, 0, 128, 92.49960327148438, { }, {unackedAlarm}
255909, 2025/09/11 04:15:01, 0, 128, 92.06948852539062, { }, {unackedAlarm}
255910, 2025/09/11 04:30:01, 0, 128, 91.99604797363281, { }, {unackedAlarm}
255911, 2025/09/11 04:45:02, 0, 128, 91.68132781982422, { }, {unackedAlarm}
255912, 2025/09/11 05:00:02, 0, 128, 91.8302993774414, { }, {unackedAlarm}
255913, 2025/09/11 05:15:01, 0, 128, 91.42535400390625, { }, {unackedAlarm}
255914, 2025/09/11 05:30:01, 0, 128, 91.50928497314453, { }, {unackedAlarm}
255915, 2025/09/11 05:45:01, 0, 128, 91.43374633789062, { }, {unackedAlarm}
255916, 2025/09/11 06:00:01, 0, 128, 91.08126068115234, { }, {unackedAlarm}
255917, 2025/09/11 06:15:01, 0, 128, 91.08335876464844, { }, {unackedAlarm}
255918, 2025/09/11 06:30:01, 0, 128, 91.41486358642578, { }, {unackedAlarm}
255919, 2025/09/11 06:45:01, 0, 128, 91.85967254638672, { }, {unackedAlarm}
255920, 2025/09/11 07:00:01, 0, 128, 93.09336853027344, { }, {unackedAlarm}
255921, 2025/09/11 07:15:01, 0, 128, 91.11693572998047, { }, {unackedAlarm}
255922, 2025/09/11 07:30:01, 0, 128, 90.56721496582031, { }, {unackedAlarm}
255923, 2025/09/11 07:45:01, 0, 128, 92.5226821899414, { }, {unackedAlarm}
255924, 2025/09/11 08:00:01, 0, 128, 94.29350280761719, { }, {unackedAlarm}
255925, 2025/09/11 08:15:01, 0, 136, 95.7055435180664, { }, {alarm,unackedAlarm}
255926, 2025/09/11 08:30:01, 0, 136, 97.1050033569336, { }, {alarm,unackedAlarm}
255927, 2025/09/11 08:45:01, 0, 136, 98.3554916381836, { }, {alarm,unackedAlarm}
255928, 2025/09/11 09:00:01, 0, 136, 99.40665435791016, { }, {alarm,unackedAlarm}
255929, 2025/09/11 09:15:01, 0, 136, 99.82627868652344, { }, {alarm,unackedAlarm}
255930, 2025/09/11 09:30:01, 0, 136, 100.1388931274414, { }, {alarm,unackedAlarm}
255931, 2025/09/11 09:45:01, 0, 136, 100.18087005615234, { }, {alarm,unackedAlarm}
255932, 2025/09/11 10:00:01, 0, 136, 100.17456817626953, { }, {alarm,unackedAlarm}
255933, 2025/09/11 10:15:01, 0, 136, 100.16827392578125, { }, {alarm,unackedAlarm}
255934, 2025/09/11 10:30:01, 0, 136, 100.17036437988281, { }, {alarm,unackedAlarm}
255935, 2025/09/11 10:45:01, 0, 136, 100.16827392578125, { }, {alarm,unackedAlarm}
255936, 2025/09/11 11:00:01, 0, 136, 100.16617584228516, { }, {alarm,unackedAlarm}
255937, 2025/09/11 11:15:01, 0, 136, 100.05496978759766, { }, {alarm,unackedAlarm}
255938, 2025/09/11 11:30:01, 0, 136, 99.53883361816406, { }, {alarm,unackedAlarm}
255939, 2025/09/11 11:45:01, 0, 136, 98.95764923095703, { }, {alarm,unackedAlarm}
255940, 2025/09/11 12:00:01, 0, 136, 98.24219512939453, { }, {alarm,unackedAlarm}
255941, 2025/09/11 12:15:01, 0, 136, 97.49524688720703, { }, {alarm,unackedAlarm}
255942, 2025/09/11 12:30:01, 0, 136, 97.18053436279297, { }, {alarm,unackedAlarm}
255943, 2025/09/11 12:45:01, 0, 136, 95.65728759765625, { }, {alarm,unackedAlarm}
255944, 2025/09/11 13:00:01, 0, 136, 95.67826843261719, { }, {alarm,unackedAlarm}
255945, 2025/09/11 13:15:01, 0, 136, 96.21329498291016, { }, {alarm,unackedAlarm}
255946, 2025/09/11 13:30:01, 0, 136, 96.25525665283203, { }, {alarm,unackedAlarm}
255947, 2025/09/11 13:45:01, 0, 136, 96.63291931152344, { }, {alarm,unackedAlarm}
255948, 2025/09/11 14:00:01, 0, 136, 97.4029312133789, { }, {alarm,unackedAlarm}
255949, 2025/09/11 14:15:01, 0, 136, 96.5888671875, { }, {alarm,unackedAlarm}
255950, 2025/09/11 14:30:01, 0, 128, 95.69296264648438, { }, {unackedAlarm}
255951, 2025/09/11 14:45:01, 0, 128, 95.54818725585938, { }, {unackedAlarm}
255952, 2025/09/11 15:00:01, 0, 128, 93.28010559082031, { }, {unackedAlarm}
255953, 2025/09/11 15:15:01, 0, 128, 90.52525329589844, { }, {unackedAlarm}
255954, 2025/09/11 15:30:01, 0, 128, 90.46861267089844, { }, {unackedAlarm}
255955, 2025/09/11 15:45:01, 0, 128, 89.90001678466797, { }, {unackedAlarm}
255956, 2025/09/11 16:00:01, 0, 128, 90.39517974853516, { }, {unackedAlarm}
255957, 2025/09/11 16:15:01, 0, 128, 90.89871978759766, { }, {unackedAlarm}
255958, 2025/09/11 16:30:01, 0, 128, 91.47151947021484, { }, {unackedAlarm}
255959, 2025/09/11 16:45:01, 0, 128, 90.54204559326172, { }, {unackedAlarm}
255960, 2025/09/11 17:00:01, 0, 128, 91.51138305664062, { }, {unackedAlarm}
255961, 2025/09/11 17:15:01, 0, 128, 90.01331329345703, { }, {unackedAlarm}
255962, 2025/09/11 17:30:01, 0, 128, 88.39775085449219, { }, {unackedAlarm}
255963, 2025/09/11 17:45:01, 0, 128, 87.68228912353516, { }, {unackedAlarm}
255964, 2025/09/11 18:00:01, 0, 128, 87.68019104003906, { }, {unackedAlarm}
255965, 2025/09/11 18:15:01, 0, 128, 90.53784942626953, { }, {unackedAlarm}
255966, 2025/09/11 18:30:01, 0, 128, 89.8433609008789, { }, {unackedAlarm}
255967, 2025/09/11 18:45:01, 0, 128, 89.58949279785156, { }, {unackedAlarm}
255968, 2025/09/11 19:00:01, 0, 128, 89.84756469726562, { }, {unackedAlarm}
255969, 2025/09/11 19:15:01, 0, 128, 90.30076599121094, { }, {unackedAlarm}
255970, 2025/09/11 19:30:01, 0, 128, 90.04479217529297, { }, {unackedAlarm}
255971, 2025/09/11 19:45:01, 0, 128, 90.77493286132812, { }, {unackedAlarm}
255972, 2025/09/11 20:00:01, 0, 128, 90.21472930908203, { }, {unackedAlarm}
255973, 2025/09/11 20:15:01, 0, 128, 90.4476318359375, { }, {unackedAlarm}
255974, 2025/09/11 20:30:01, 0, 128, 90.44342803955078, { }, {unackedAlarm}
255975, 2025/09/11 20:45:01, 0, 128, 90.13920593261719, { }, {unackedAlarm}
255976, 2025/09/11 21:00:01, 0, 128, 90.24201202392578, { }, {unackedAlarm}
255977, 2025/09/11 21:15:01, 0, 128, 90.1224136352539, { }, {unackedAlarm}
255978, 2025/09/11 21:30:01, 0, 128, 90.25250244140625, { }, {unackedAlarm}
255979, 2025/09/11 21:45:01, 0, 128, 90.44972229003906, { }, {unackedAlarm}
255980, 2025/09/11 22:00:01, 0, 128, 89.66502380371094, { }, {unackedAlarm}
255981, 2025/09/11 22:15:01, 0, 128, 89.79721069335938, { }, {unackedAlarm}
255982, 2025/09/11 22:30:01, 0, 128, 89.52655029296875, { }, {unackedAlarm}
255983, 2025/09/11 22:45:01, 0, 128, 89.88113403320312, { }, {unackedAlarm}
255984, 2025/09/11 23:00:01, 0, 128, 89.66921997070312, { }, {unackedAlarm}
255985, 2025/09/11 23:15:01, 0, 128, 89.3964614868164, { }, {unackedAlarm}
255986, 2025/09/11 23:30:01, 0, 128, 89.03977966308594, { }, {unackedAlarm}
255987, 2025/09/11 23:45:01, 0, 128, 89.0167007446289, { }, {unackedAlarm}
255988, 2025/09/12 00:00:01, 0, 128, 89.58110046386719, { }, {unackedAlarm}
255989, 2025/09/12 00:15:01, 0, 128, 89.80139923095703, { }, {unackedAlarm}
255990, 2025/09/12 00:30:01, 0, 128, 89.1195068359375, { }, {unackedAlarm}
255991, 2025/09/12 00:45:01, 0, 128, 89.27477264404297, { }, {unackedAlarm}
255992, 2025/09/12 01:00:01, 0, 128, 89.07125091552734, { }, {unackedAlarm}
255993, 2025/09/12 01:15:01, 0, 128, 89.1509780883789, { }, {unackedAlarm}
255994, 2025/09/12 01:30:01, 0, 128, 89.04188537597656, { }, {unackedAlarm}
255995, 2025/09/12 01:45:01, 0, 128, 89.24330139160156, { }, {unackedAlarm}
256121, 2025/09/12 02:00:00, 0, 128, 89.24749755859375, { }, {unackedAlarm}
256122, 2025/09/12 02:15:02, 0, 128, 89.00830841064453, { }, {unackedAlarm}
